ten_truong,ma_nganh,ten_nganh,diem_chuan,he_dao_tao,dia_chi,latitude,longitude,chat_luong,nhom_xep_hang,khu_vuc,linh_vuc,hoc_phi,canh_tranh,co_hoi_viec_lam,hoc_bong,chuong_trinh_lien_ket
Học viện Công nghệ BCVT,MA0580,An toàn thông tin,22.9,Chính quy,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.0271085,105.8064903,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Thương mại,MA0581,Quản trị kinh doanh,23,Chất lượng cao,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.02873868,105.8020211,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Điện lực,MA0582,Kỹ thuật điện tử,23.1,Liên kết quốc tế,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03540823,105.796755,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Kinh tế Quốc dân,MA0583,Kinh tế quốc tế,23.2,Chính quy,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.03168123,105.797753,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Công nghiệp Hà Nội,MA0584,Công nghệ vật liệu,23.3,Chất lượng cao,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.03798522,105.7987417,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Tài chính,MA0585,Tài chính - Ngân hàng,23.4,Liên kết quốc tế,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.02716021,105.7957961,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Giao thông Vận tải,MA0586,Kỹ thuật ô tô,23.5,Chính quy,"3 Cầu Giấy, Hà Nội",21.03864335,105.7986505,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Y tế Công cộng,MA0587,Y tế công cộng,23.6,Chất lượng cao,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.04171715,105.7994753,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Ngân hàng,MA0588,Tài chính ngân hàng,23.7,Liên kết quốc tế,"12 Chùa Bộc, Đống Đa, Hà Nội",21.0303687,105.8097361,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Ngoại giao,MA0589,Quan hệ quốc tế,23.8,Chính quy,"69 Chùa Láng, Đống Đa, Hà Nội",21.03989016,105.7974962,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Mở Hà Nội,MA0590,Quản trị nhân lực,23.9,Chất lượng cao,"96 Định Công, Hoàng Mai, Hà Nội",21.04082117,105.8131888,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Mỹ thuật Công nghiệp,MA0591,Thiết kế thời trang,24,Liên kết quốc tế,"360 Đê La Thành, Đống Đa, Hà Nội",21.02373272,105.8051091,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Văn hóa Hà Nội,MA0592,Quản lý văn hóa,24.1,Chính quy,"418 Đê La Thành, Đống Đa, Hà Nội",21.03729586,105.8110393,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Học viện Phụ nữ Việt Nam,MA0593,Công tác xã hội,24.2,Chất lượng cao,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02796355,105.7997504,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Hành chính Quốc gia,MA0594,Quản lý nhà nước,24.3,Liên kết quốc tế,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02705082,105.8132924,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Âm nhạc Quốc gia Việt Nam,MA0595,Âm nhạc học,24.4,Chính quy,"77 Hào Nam, Đống Đa, Hà Nội",21.02606999,105.8057427,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Luật Hà Nội,MA0596,Luật,24.5,Chất lượng cao,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.04149445,105.8027715,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Phòng cháy chữa cháy,MA0597,Kỹ thuật phòng cháy,24.6,Liên kết quốc tế,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.0340215,105.7949475,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Khoa học Xã hội và Nhân văn,MA0598,Xã hội học,24.7,Chính quy,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.03761066,105.8066996,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0599,Ngôn ngữ Anh,24.8,Chất lượng cao,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.03499831,105.8049491,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Sân khấu - Điện ảnh,MA0600,Đạo diễn điện ảnh,24.9,Liên kết quốc tế,"Mai Dịch, Cầu Giấy, Hà Nội",21.0425506,105.7974437,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Quốc gia Hà Nội,MA0601,Công nghệ thông tin,22,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.02463566,105.8023615,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Sư phạm Hà Nội,MA0602,Kỹ thuật điện,22.1,Chất lượng cao,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.03519937,105.806187,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Công nghệ - ĐHQG Hà Nội,MA0603,Khoa học máy tính,22.2,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03844961,105.8108494,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Học viện Kỹ thuật Quân sự,MA0604,Kỹ thuật hàng không,22.3,Chính quy,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02561171,105.7989653,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Học viện Công nghệ BCVT,MA0605,An toàn thông tin,22.4,Chất lượng cao,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03427157,105.7965006,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Thương mại,MA0606,Quản trị kinh doanh,22.5,Liên kết quốc tế,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.0374447,105.8008006,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Điện lực,MA0607,Kỹ thuật điện tử,22.6,Chính quy,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02955656,105.7996578,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Kinh tế Quốc dân,MA0608,Kinh tế quốc tế,22.7,Chất lượng cao,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.02972749,105.8067919,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Công nghiệp Hà Nội,MA0609,Công nghệ vật liệu,22.8,Liên kết quốc tế,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.02646233,105.7941083,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Học viện Tài chính,MA0610,Tài chính - Ngân hàng,22.9,Chính quy,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.02620345,105.8022391,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Giao thông Vận tải,MA0611,Kỹ thuật ô tô,23,Chất lượng cao,"3 Cầu Giấy, Hà Nội",21.03367996,105.7953139,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Y tế Công cộng,MA0612,Y tế công cộng,23.1,Liên kết quốc tế,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.02979043,105.7977066,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Ngân hàng,MA0613,Tài chính ngân hàng,23.2,Chính quy,"12 Chùa Bộc, Đống Đa, Hà Nội",21.03632482,105.8055924,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Ngoại giao,MA0614,Quan hệ quốc tế,23.3,Chất lượng cao,"69 Chùa Láng, Đống Đa, Hà Nội",21.0328567,105.8045802,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Mở Hà Nội,MA0615,Quản trị nhân lực,23.4,Liên kết quốc tế,"96 Định Công, Hoàng Mai, Hà Nội",21.02697357,105.8060402,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Mỹ thuật Công nghiệp,MA0616,Thiết kế thời trang,23.5,Chính quy,"360 Đê La Thành, Đống Đa, Hà Nội",21.04265702,105.8045055,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Văn hóa Hà Nội,MA0617,Quản lý văn hóa,23.6,Chất lượng cao,"418 Đê La Thành, Đống Đa, Hà Nội",21.02706947,105.8035737,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Phụ nữ Việt Nam,MA0618,Công tác xã hội,23.7,Liên kết quốc tế,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.04144165,105.8009127,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Hành chính Quốc gia,MA0619,Quản lý nhà nước,23.8,Chính quy,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02463426,105.8072778,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Học viện Âm nhạc Quốc gia Việt Nam,MA0620,Âm nhạc học,23.9,Chất lượng cao,"77 Hào Nam, Đống Đa, Hà Nội",21.02509796,105.7965776,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Luật Hà Nội,MA0621,Luật,24,Liên kết quốc tế,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03389957,105.8116226,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Phòng cháy chữa cháy,MA0622,Kỹ thuật phòng cháy,24.1,Chính quy,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.03502987,105.8124364,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Khoa học Xã hội và Nhân văn,MA0623,Xã hội học,24.2,Chất lượng cao,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.0339297,105.8076316,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0624,Ngôn ngữ Anh,24.3,Liên kết quốc tế,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.03729581,105.8073795,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Sân khấu - Điện ảnh,MA0625,Đạo diễn điện ảnh,24.4,Chính quy,"Mai Dịch, Cầu Giấy, Hà Nội",21.04199268,105.8044347,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Quốc gia Hà Nội,MA0626,Công nghệ thông tin,24.5,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.0348854,105.8131369,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Sư phạm Hà Nội,MA0627,Kỹ thuật điện,24.6,Liên kết quốc tế,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.02805186,105.8119322,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Công nghệ - ĐHQG Hà Nội,MA0628,Khoa học máy tính,24.7,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.02528091,105.8076891,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Học viện Kỹ thuật Quân sự,MA0629,Kỹ thuật hàng không,24.8,Chất lượng cao,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02588535,105.8011642,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Công nghệ BCVT,MA0630,An toàn thông tin,24.9,Liên kết quốc tế,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02980837,105.8011735,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Thương mại,MA0631,Quản trị kinh doanh,22,Chính quy,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03489738,105.8033024,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Điện lực,MA0632,Kỹ thuật điện tử,22.1,Chất lượng cao,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.04258197,105.8041016,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Kinh tế Quốc dân,MA0633,Kinh tế quốc tế,22.2,Liên kết quốc tế,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.04031937,105.8131796,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Công nghiệp Hà Nội,MA0634,Công nghệ vật liệu,22.3,Chính quy,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.0274159,105.7972716,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Tài chính,MA0635,Tài chính - Ngân hàng,22.4,Chất lượng cao,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.04064468,105.8015375,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Giao thông Vận tải,MA0636,Kỹ thuật ô tô,22.5,Liên kết quốc tế,"3 Cầu Giấy, Hà Nội",21.04141641,105.7937129,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Y tế Công cộng,MA0637,Y tế công cộng,22.6,Chính quy,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.03731856,105.8001281,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Ngân hàng,MA0638,Tài chính ngân hàng,22.7,Chất lượng cao,"12 Chùa Bộc, Đống Đa, Hà Nội",21.03650242,105.7980523,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Ngoại giao,MA0639,Quan hệ quốc tế,22.8,Liên kết quốc tế,"69 Chùa Láng, Đống Đa, Hà Nội",21.03334796,105.8066203,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Mở Hà Nội,MA0640,Quản trị nhân lực,22.9,Chính quy,"96 Định Công, Hoàng Mai, Hà Nội",21.02900076,105.7985383,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Mỹ thuật Công nghiệp,MA0641,Thiết kế thời trang,23,Chất lượng cao,"360 Đê La Thành, Đống Đa, Hà Nội",21.03244756,105.7944386,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Văn hóa Hà Nội,MA0642,Quản lý văn hóa,23.1,Liên kết quốc tế,"418 Đê La Thành, Đống Đa, Hà Nội",21.03357732,105.8021273,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Phụ nữ Việt Nam,MA0643,Công tác xã hội,23.2,Chính quy,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.0381277,105.8093417,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Học viện Hành chính Quốc gia,MA0644,Quản lý nhà nước,23.3,Chất lượng cao,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.0401669,105.795445,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Âm nhạc Quốc gia Việt Nam,MA0645,Âm nhạc học,23.4,Liên kết quốc tế,"77 Hào Nam, Đống Đa, Hà Nội",21.03415535,105.8076091,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Luật Hà Nội,MA0646,Luật,23.5,Chính quy,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02941912,105.7961136,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Phòng cháy chữa cháy,MA0647,Kỹ thuật phòng cháy,23.6,Chất lượng cao,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.04167171,105.8080924,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Khoa học Xã hội và Nhân văn,MA0648,Xã hội học,23.7,Liên kết quốc tế,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.03042487,105.7984483,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0649,Ngôn ngữ Anh,23.8,Chính quy,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.03290136,105.8110414,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Sân khấu - Điện ảnh,MA0650,Đạo diễn điện ảnh,23.9,Chất lượng cao,"Mai Dịch, Cầu Giấy, Hà Nội",21.02874118,105.8031223,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Quốc gia Hà Nội,MA0651,Công nghệ thông tin,24,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.04274626,105.7984519,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Sư phạm Hà Nội,MA0652,Kỹ thuật điện,24.1,Chính quy,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.04180652,105.7994244,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Công nghệ - ĐHQG Hà Nội,MA0653,Khoa học máy tính,24.2,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03338329,105.8066625,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Kỹ thuật Quân sự,MA0654,Kỹ thuật hàng không,24.3,Liên kết quốc tế,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02565579,105.8117581,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Công nghệ BCVT,MA0655,An toàn thông tin,24.4,Chính quy,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02588865,105.8017915,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Thương mại,MA0656,Quản trị kinh doanh,24.5,Chất lượng cao,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.02373579,105.8107712,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Điện lực,MA0657,Kỹ thuật điện tử,24.6,Liên kết quốc tế,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.0322927,105.8067596,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Kinh tế Quốc dân,MA0658,Kinh tế quốc tế,24.7,Chính quy,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.02841984,105.7988794,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Công nghiệp Hà Nội,MA0659,Công nghệ vật liệu,24.8,Chất lượng cao,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.03539121,105.8002644,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Tài chính,MA0660,Tài chính - Ngân hàng,24.9,Liên kết quốc tế,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.02872469,105.8079314,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Giao thông Vận tải,MA0661,Kỹ thuật ô tô,22,Chính quy,"3 Cầu Giấy, Hà Nội",21.04093982,105.8080602,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Y tế Công cộng,MA0662,Y tế công cộng,22.1,Chất lượng cao,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.03917947,105.8129837,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Ngân hàng,MA0663,Tài chính ngân hàng,22.2,Liên kết quốc tế,"12 Chùa Bộc, Đống Đa, Hà Nội",21.03037544,105.8027537,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
